order_id,product_id,quantity,unit_price,sales,average_selling_price,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
6983253839,913428,3,392.22,1176.66,392.22,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98
9479808024,712307,2,264.89,529.78,264.89,Orange Juice,Cold Drinks & Juices,Chana Llc,264.89,378.41,30.0,180,16,73
3583522679,712003,1,671.68,671.68,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi And Acharya",671.68,959.54,30.0,180,30,54
1923226423,365133,2,915.45,1830.9,915.45,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60
664198080,615545,1,448.16,448.16,448.16,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
4224700084,305754,1,979.99,979.99,979.99,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,22,81
969621016,540618,3,317.05,951.1500000000001,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87
8178275820,136533,2,826.21,1652.42,826.21,Eggs,Dairy & Breakfast,"Raghavan, Magar And Shanker",826.21,1032.76,20.0,7,15,75
4949766982,490602,2,549.47,1098.94,549.47,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71
5258344385,712307,3,264.89,794.67,264.89,Orange Juice,Cold Drinks & Juices,Chana Llc,264.89,378.41,30.0,180,16,73
8101930640,833557,1,422.87,422.87,422.87,Cereal,Dairy & Breakfast,"Gole, Chand And Dada",422.87,528.59,20.0,7,27,69
6703316563,365132,1,229.38,229.38,229.38,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,19,70
7680297690,970529,2,827.44,1654.88,827.44,Diapers,Baby Care,"Kurian, Patla And Sanghvi",827.44,1182.06,30.0,365,19,84
7256340388,673058,3,765.76,2297.2799999999997,765.7599999999999,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94
2538269668,557908,1,942.37,942.37,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53
7506762237,700048,1,141.28,141.28,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
6585436114,652118,1,22.04,22.04,22.04,Frozen Biryani,Instant & Frozen Food,Agate And Sons,22.04,36.73,40.0,180,19,55
9852996866,107548,2,891.6,1783.2,891.6,Cola,Cold Drinks & Juices,"Bhandari, Bhasin And Palan",891.6,1273.71,30.0,180,27,53
1991135167,901144,3,340.36,1021.08,340.36,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71
7765110772,563740,2,96.33,192.66,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
3520718052,51036,3,931.61,2794.83,931.61,Baby Food,Baby Care,Karnik Plc,931.61,1330.87,30.0,365,12,86
5388573375,652118,3,22.04,66.12,22.040000000000003,Frozen Biryani,Instant & Frozen Food,Agate And Sons,22.04,36.73,40.0,180,19,55
8977771682,63769,2,878.07,1756.14,878.07,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35.0,365,27,69
3596900942,537274,2,702.71,1405.42,702.71,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67
155295996,365133,3,915.45,2746.3500000000004,915.4500000000002,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60
1945536198,34200,3,319.8,959.4000000000001,319.8,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365,19,75
2550246555,89084,3,598.83,1796.4900000000002,598.83,Milk,Dairy & Breakfast,"Wali, Virk And Iyer",598.83,748.54,20.0,7,27,74
4287631655,969851,2,340.66,681.32,340.66,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi And Bassi",340.66,567.77,40.0,180,27,64
2033683703,954722,3,616.45,1849.3500000000001,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
9453583714,623234,3,329.79,989.3700000000001,329.79,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180,13,72
852886125,679284,3,877.89,2633.67,877.89,Cough Syrup,Pharmacy,Pant Llc,877.89,1097.36,20.0,365,28,95
5705899665,784673,1,491.39,491.39,491.39,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365,21,84
5706043483,6405,3,236.51,709.53,236.51,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81
5190422833,962591,3,130.01,390.03,130.01,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74
7178188501,712307,2,264.89,529.78,264.89,Orange Juice,Cold Drinks & Juices,Chana Llc,264.89,378.41,30.0,180,16,73
2864819888,425341,3,486.28,1458.84,486.28,Pet Treats,Pet Care,"Mani, Dhar And Muni",486.28,748.12,35.0,365,21,68
7107216633,600767,1,722.42,722.42,722.42,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68
1685382357,329351,2,310.87,621.74,310.87,Cheese,Dairy & Breakfast,"Lala, Kalita And Sathe",310.87,388.59,20.0,7,23,95
7562902958,927651,1,426.72,426.72,426.72,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,15,60
2819953077,762527,3,690.08,2070.2400000000002,690.08,Biscuits,Snacks & Munchies,"Chad, Yohannan And Chopra",690.08,1061.66,35.0,90,23,71
8453462258,542300,3,255.35,766.05,255.35,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66
4605056279,473929,1,440.19,440.19,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia And Deshmukh",440.19,586.92,25.0,3,19,70
5998035939,642612,1,517.03,517.03,517.03,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365,16,57
2311501690,144124,2,162.67,325.34,162.67,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82
356495722,807452,2,144.19,288.38,144.19,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,61
2695448838,962591,1,130.01,130.01,130.01,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74
6986791144,500633,1,154.5,154.5,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87
8619571588,820541,3,576.22,1728.66,576.22,Toilet Cleaner,Household Care,"Borde, Peri And Upadhyay",576.22,768.29,25.0,365,19,71
4088553674,606256,2,369.28,738.56,369.28,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57
8177907004,945635,2,778.9,1557.8,778.9,Pulses,Grocery & Staples,Balasubramanian Plc,778.9,916.35,15.0,365,16,59
8533749006,490939,1,80.25,80.25,80.25,Lotion,Personal Care,"Roy, Barad And De",80.25,123.46,35.0,365,12,67
8694014791,478531,1,825.46,825.46,825.46,Carrots,Fruits & Vegetables,Uppal Group,825.46,1100.61,25.0,3,24,90
6311012195,222892,3,869.22,2607.66,869.2199999999999,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88
1312767771,704868,2,193.46,386.92,193.46,Detergent,Household Care,"Parikh, Oak And Kara",193.46,257.95,25.0,365,24,58
214919848,328457,1,858.57,858.57,858.57,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,12,76
5521682945,888807,3,230.58,691.74,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91
5305770811,264803,2,995.98,1991.96,995.98,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69
5842420654,714999,2,882.51,1765.02,882.51,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81
4566893863,228286,3,179.08,537.24,179.08,Cola,Cold Drinks & Juices,Bhattacharyya Plc,179.08,255.83,30.0,180,26,79
1523729855,647462,2,326.42,652.84,326.42,Lotion,Personal Care,"Balan, Samra And Sekhon",326.42,502.18,35.0,365,22,64
2899786983,336847,1,936.98,936.98,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
9202528884,18035,1,968.94,968.94,968.94,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87
4338327693,228286,2,179.08,358.16,179.08,Cola,Cold Drinks & Juices,Bhattacharyya Plc,179.08,255.83,30.0,180,26,79
6295686357,942001,1,671.55,671.55,671.55,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84
6396194687,89084,1,598.83,598.83,598.83,Milk,Dairy & Breakfast,"Wali, Virk And Iyer",598.83,748.54,20.0,7,27,74
5662786245,563740,1,96.33,96.33,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
4868150114,564692,3,215.65,646.95,215.65,Cat Food,Pet Care,"Krishna, Bail And Dyal",215.65,331.77,35.0,365,25,82
502764834,112390,2,877.98,1755.96,877.98,Toothpaste,Personal Care,"Kibe, Contractor And Randhawa",877.98,1350.74,35.0,365,23,85
5056125341,378287,3,332.84,998.52,332.84,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,22,51
6388618916,41853,1,910.44,910.44,910.44,Curd,Dairy & Breakfast,Handa Plc,910.44,1138.05,20.0,7,14,92
3508668494,366066,2,918.58,1837.16,918.58,Soap,Personal Care,Mandal Llc,918.58,1413.2,35.0,365,16,52
5289436093,890623,1,354.52,354.52,354.52,Onions,Fruits & Vegetables,"Sangha, Nagar And Varty",354.52,472.69,25.0,3,27,55
7596333614,481843,2,297.68,595.36,297.68,Chocolates,Snacks & Munchies,"Taneja, Kala And Kota",297.68,457.97,35.0,90,10,88
6284076508,888807,1,230.58,230.58,230.58,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91
340050407,880510,1,951.43,951.43,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54
5927472701,747801,1,277.76,277.76,277.76,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71
9216536492,219598,1,367.08,367.08,367.08,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365,28,83
3742662928,397973,2,728.73,1457.46,728.73,Bananas,Fruits & Vegetables,"Wable, Randhawa And Mutti",728.73,971.64,25.0,3,27,82
4797768073,34200,1,319.8,319.8,319.8,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365,19,75
6767935470,690565,1,951.27,951.27,951.27,Cookies,Snacks & Munchies,"Roy, Seth And Patla",951.27,1463.49,35.0,90,15,56
1963703928,644847,1,622.81,622.81,622.81,Salt,Grocery & Staples,"Jhaveri, Kata And Kapur",622.81,732.72,15.0,365,24,52
552470423,762527,1,690.08,690.08,690.08,Biscuits,Snacks & Munchies,"Chad, Yohannan And Chopra",690.08,1061.66,35.0,90,23,71
739434870,367391,3,939.55,2818.6499999999996,939.5499999999998,Baby Wipes,Baby Care,Talwar And Sons,939.55,1342.21,30.0,365,18,52
7930373606,901144,1,340.36,340.36,340.36,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71
5374978054,146840,3,786.85,2360.55,786.85,Bread,Dairy & Breakfast,"Bains, Deol And Vaidya",786.85,983.56,20.0,7,19,89
4361797433,739534,2,994.56,1989.12,994.56,Toilet Cleaner,Household Care,"Gera, Narang And Karpe",994.56,1326.08,25.0,365,14,59
2002067527,317242,3,198.15,594.45,198.15,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63
4228110436,366066,2,918.58,1837.16,918.58,Soap,Personal Care,Mandal Llc,918.58,1413.2,35.0,365,16,52
1251118825,953175,3,225.21,675.63,225.21,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73
7165265639,890232,3,432.0,1296.0,432.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
1255323701,847349,1,781.08,781.08,781.08,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,781.08,1041.44,25.0,3,26,69
807934194,256783,1,906.54,906.54,906.54,Pet Treats,Pet Care,"Basu, Thakur And Rege",906.54,1394.68,35.0,365,16,98
7968718292,11422,3,127.16,381.48,127.16000000000001,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,127.16,169.55,25.0,3,20,65
2620531979,336847,2,936.98,1873.96,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
6943430459,871592,1,870.29,870.29,870.29,Carrots,Fruits & Vegetables,"Shankar, Nadkarni And Kumer",870.29,1160.39,25.0,3,25,50
5607355353,707935,2,820.9,1641.8,820.9,Cat Food,Pet Care,"Anne, Mammen And Khatri",820.9,1262.92,35.0,365,30,97
6696352636,537274,3,702.71,2108.13,702.71,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67
9325920156,784827,1,274.25,274.25,274.25,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77
2286477025,949818,2,483.05,966.1,483.05,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76
6704773223,723678,3,675.46,2026.38,675.46,Dog Food,Pet Care,"Lall, Datta And Swamy",675.46,1039.17,35.0,365,14,97
1435353007,336847,1,936.98,936.98,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen And More",936.98,1249.31,25.0,365,17,55
8080970647,91670,1,439.24,439.24,439.24,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365,27,88
5881633926,6405,1,236.51,236.51,236.51,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81
4435459085,291238,1,746.03,746.03,746.03,Chocolates,Snacks & Munchies,"Sinha, Pau And Chhabra",746.03,1147.74,35.0,90,16,68
6172529406,327290,2,862.28,1724.56,862.28,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65
9127879048,890623,2,354.52,709.04,354.52,Onions,Fruits & Vegetables,"Sangha, Nagar And Varty",354.52,472.69,25.0,3,27,55
3806545110,760828,3,563.45,1690.3500000000001,563.45,Pet Treats,Pet Care,"Khurana, Khosla And Yohannan",563.45,866.85,35.0,365,23,93
6919395718,461804,1,310.69,310.69,310.69,Sugar,Grocery & Staples,"Ghose, Ben And Divan",310.69,365.52,15.0,365,15,97
5277462976,654297,3,13.25,39.75,13.25,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,3,20,86
3606274277,992178,2,632.43,1264.86,632.43,Pain Reliever,Pharmacy,Basu And Sons,632.43,790.54,20.0,365,16,89
2065203676,228286,1,179.08,179.08,179.08,Cola,Cold Drinks & Juices,Bhattacharyya Plc,179.08,255.83,30.0,180,26,79
4042066387,961614,3,227.22,681.66,227.22,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99
3604982656,968887,2,40.7,81.4,40.7,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365,18,92
1149676745,94225,3,77.11,231.32999999999998,77.11,Toilet Cleaner,Household Care,"Gulati, Ram And Sarkar",77.11,102.81,25.0,365,13,70
3895011687,349294,1,934.75,934.75,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,25,70
772505056,313754,2,136.6,273.2,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal And Dara",136.6,210.15,35.0,90,25,67
5574765914,51036,3,931.61,2794.83,931.61,Baby Food,Baby Care,Karnik Plc,931.61,1330.87,30.0,365,12,86
8812616740,673058,2,765.76,1531.52,765.76,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94
1486655525,34186,1,925.65,925.65,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74
8423025639,365132,3,229.38,688.14,229.38,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,19,70
9020705185,654623,2,422.14,844.28,422.14,Chips,Snacks & Munchies,Pradhan And Sons,422.14,649.45,35.0,90,18,76
7719808698,118820,3,12.32,36.96,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel And Amble",12.32,17.6,30.0,180,12,61
3414036630,767398,2,22.14,44.28,22.14,Dish Soap,Household Care,"Arya, Sundaram And Pingle",22.14,29.52,25.0,365,15,57
4157869967,848226,3,209.59,628.77,209.59,Tomatoes,Fruits & Vegetables,Barad And Sons,209.59,279.45,25.0,3,10,51
4873887251,652118,1,22.04,22.04,22.04,Frozen Biryani,Instant & Frozen Food,Agate And Sons,22.04,36.73,40.0,180,19,55
8031946454,455083,1,959.01,959.01,959.01,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,29,63
8168056170,194682,3,912.29,2736.87,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30.0,180,11,86
3108512811,993331,2,102.44,204.88,102.44,Pulses,Grocery & Staples,"Parmer, Gola And Yogi",102.44,120.52,15.0,365,28,86
1680591951,131748,1,81.35,81.35,81.35,Dog Food,Pet Care,"Shroff, Wason And Dugar",81.35,125.15,35.0,365,30,53
559245731,461804,1,310.69,310.69,310.69,Sugar,Grocery & Staples,"Ghose, Ben And Divan",310.69,365.52,15.0,365,15,97
8655600303,440875,2,275.03,550.06,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
8247327365,704868,3,193.46,580.38,193.46,Detergent,Household Care,"Parikh, Oak And Kara",193.46,257.95,25.0,365,24,58
9153347285,89084,2,598.83,1197.66,598.83,Milk,Dairy & Breakfast,"Wali, Virk And Iyer",598.83,748.54,20.0,7,27,74
1977533409,137909,1,864.3,864.3,864.3,Cough Syrup,Pharmacy,Dalal Plc,864.3,1080.37,20.0,365,23,65
2433646621,94225,2,77.11,154.22,77.11,Toilet Cleaner,Household Care,"Gulati, Ram And Sarkar",77.11,102.81,25.0,365,13,70
22830983,890232,3,432.0,1296.0,432.0,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
1143763031,961614,3,227.22,681.66,227.22,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99
8524056436,540618,1,317.05,317.05,317.05,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87
4262338791,557908,3,942.37,2827.11,942.37,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53
187728451,880510,1,951.43,951.43,951.43,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54
6754346312,930284,1,189.47,189.47,189.47,Baby Food,Baby Care,"Garg, Saraf And Dutta",189.47,270.67,30.0,365,20,58
5790622967,137909,3,864.3,2592.8999999999996,864.2999999999998,Cough Syrup,Pharmacy,Dalal Plc,864.3,1080.37,20.0,365,23,65
4305348838,927651,1,426.72,426.72,426.72,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,15,60
2902411553,832348,1,831.43,831.43,831.43,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79
3691199770,564692,1,215.65,215.65,215.65,Cat Food,Pet Care,"Krishna, Bail And Dyal",215.65,331.77,35.0,365,25,82
775709102,818990,2,163.55,327.1,163.55,Tomatoes,Fruits & Vegetables,Dugar Group,163.55,218.07,25.0,3,22,92
5262508570,689769,2,46.62,93.24,46.62,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180,17,51
192109127,721521,2,417.39,834.78,417.39,Rice,Grocery & Staples,"Ramanathan, Agarwal And Baria",417.39,491.05,15.0,365,20,72
1108215973,851978,3,715.72,2147.16,715.7199999999999,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92
1719134546,473647,3,43.05,129.14999999999998,43.04999999999999,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365,18,82
5280263316,847349,1,781.08,781.08,781.08,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,781.08,1041.44,25.0,3,26,69
9448306266,487065,1,374.68,374.68,374.68,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87
8023626961,673058,1,765.76,765.76,765.76,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94
1118405605,287070,3,443.17,1329.51,443.17,Wheat Flour,Grocery & Staples,"Gala, Magar And Rajagopal",443.17,521.38,15.0,365,20,93
8226034341,723678,2,675.46,1350.92,675.46,Dog Food,Pet Care,"Lall, Datta And Swamy",675.46,1039.17,35.0,365,14,97
6976835753,563740,3,96.33,288.99,96.33,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
9171564499,807452,2,144.19,288.38,144.19,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,61
5393607402,965755,1,532.57,532.57,532.57,Bananas,Fruits & Vegetables,"Doshi, Sarraf And Sama",532.57,710.09,25.0,3,21,91
5670040592,700048,1,141.28,141.28,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
6736891890,942001,3,671.55,2014.6499999999999,671.55,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84
1223255075,820541,1,576.22,576.22,576.22,Toilet Cleaner,Household Care,"Borde, Peri And Upadhyay",576.22,768.29,25.0,365,19,71
8158413630,654623,3,422.14,1266.42,422.14000000000004,Chips,Snacks & Munchies,Pradhan And Sons,422.14,649.45,35.0,90,18,76
7867573412,741341,3,923.84,2771.52,923.84,Eggs,Dairy & Breakfast,Prasad Llc,923.84,1154.8,20.0,7,13,62
1624690598,799688,3,309.62,928.86,309.62,Lotion,Personal Care,Arora Llc,309.62,476.34,35.0,365,22,90
8968945932,52729,3,316.02,948.06,316.02,Cat Food,Pet Care,Saini Llc,316.02,486.18,35.0,365,25,100
1645212433,473929,2,440.19,880.38,440.19,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia And Deshmukh",440.19,586.92,25.0,3,19,70
9187046038,53833,2,134.69,269.38,134.69,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89
9305357757,721521,2,417.39,834.78,417.39,Rice,Grocery & Staples,"Ramanathan, Agarwal And Baria",417.39,491.05,15.0,365,20,72
8312320295,654623,3,422.14,1266.42,422.14000000000004,Chips,Snacks & Munchies,Pradhan And Sons,422.14,649.45,35.0,90,18,76
3256941332,952168,3,236.95,710.8499999999999,236.94999999999996,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal And Das",236.95,364.54,35.0,90,28,79
8980502814,256783,3,906.54,2719.62,906.54,Pet Treats,Pet Care,"Basu, Thakur And Rege",906.54,1394.68,35.0,365,16,98
9270396838,440875,1,275.03,275.03,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
2892588628,820973,3,114.52,343.56,114.52,Baby Wipes,Baby Care,Lall Llc,114.52,163.6,30.0,365,29,56
8774158800,492958,2,84.2,168.4,84.2,Lotion,Personal Care,Acharya Plc,84.2,129.54,35.0,365,26,88
2056131802,397973,3,728.73,2186.19,728.73,Bananas,Fruits & Vegetables,"Wable, Randhawa And Mutti",728.73,971.64,25.0,3,27,82
3528007192,243235,3,109.03,327.09000000000003,109.03000000000002,Cat Food,Pet Care,Batta Inc,109.03,167.74,35.0,365,14,71
2845333894,313754,3,136.6,409.79999999999995,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal And Dara",136.6,210.15,35.0,90,25,67
6602340187,894539,3,445.48,1336.44,445.48,Dish Soap,Household Care,"Pall, Sule And Sood",445.48,593.97,25.0,365,14,93
721004875,677542,2,212.61,425.22,212.61,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52
7435895360,820973,2,114.52,229.04,114.52,Baby Wipes,Baby Care,Lall Llc,114.52,163.6,30.0,365,29,56
4217659083,692985,2,197.39,394.78,197.39,Pulses,Grocery & Staples,"Wable, Sankaran And Hari",197.39,232.22,15.0,365,30,86
9710865146,451812,3,530.85,1592.5500000000002,530.85,Pain Reliever,Pharmacy,"Batra, Sant And Mandal",530.85,663.56,20.0,365,29,63
5375295409,709916,3,33.76,101.28,33.76,Detergent,Household Care,Varkey Llc,33.76,45.01,25.0,365,30,88
6286044248,490939,1,80.25,80.25,80.25,Lotion,Personal Care,"Roy, Barad And De",80.25,123.46,35.0,365,12,67
1708282193,818522,3,96.09,288.27,96.08999999999999,Cheese,Dairy & Breakfast,Hora-Roy,96.09,120.11,20.0,7,12,90
5746303677,56589,3,517.77,1553.31,517.77,Vitamins,Pharmacy,"Pai, Kashyap And Ramachandran",517.77,647.21,20.0,365,16,85
3271726381,319388,3,657.8,1973.3999999999999,657.8,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180,26,56
9802569856,602241,3,976.55,2929.6499999999996,976.5499999999998,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75
662460037,82484,2,914.88,1829.76,914.88,Baby Food,Baby Care,Mallick Plc,914.88,1306.97,30.0,365,12,73
8664447334,57405,1,607.67,607.67,607.67,Baby Food,Baby Care,Srinivas Plc,607.67,868.1,30.0,365,21,64
3886370975,440875,1,275.03,275.03,275.03,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
3547006553,969851,1,340.66,340.66,340.66,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi And Bassi",340.66,567.77,40.0,180,27,64
2575965518,952168,1,236.95,236.95,236.95,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal And Das",236.95,364.54,35.0,90,28,79
1529363954,853932,3,941.19,2823.57,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
8463856241,673058,2,765.76,1531.52,765.76,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94
2485242479,34186,3,925.65,2776.95,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74
9850673433,552883,3,888.16,2664.48,888.16,Potatoes,Fruits & Vegetables,"Balan, Patel And Mall",888.16,1184.21,25.0,3,18,94
2558680592,771228,1,83.18,83.18,83.18,Pet Treats,Pet Care,Raja And Sons,83.18,127.97,35.0,365,25,73
2859167116,60619,1,726.41,726.41,726.41,Iced Tea,Cold Drinks & Juices,Bhasin Llc,726.41,1037.73,30.0,180,10,97
1222236371,491314,3,973.44,2920.32,973.44,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,11,71
344177904,970529,1,827.44,827.44,827.44,Diapers,Baby Care,"Kurian, Patla And Sanghvi",827.44,1182.06,30.0,365,19,84
6126334783,425341,3,486.28,1458.84,486.28,Pet Treats,Pet Care,"Mani, Dhar And Muni",486.28,748.12,35.0,365,21,68
3742575364,240179,3,90.56,271.68,90.56,Cough Syrup,Pharmacy,Ram-Suri,90.56,113.2,20.0,365,20,56
9272166174,367391,2,939.55,1879.1,939.55,Baby Wipes,Baby Care,Talwar And Sons,939.55,1342.21,30.0,365,18,52
9416522701,217710,1,58.59,58.59,58.59,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53
7305871805,853932,3,941.19,2823.57,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
80296810,33955,2,186.08,372.16,186.08,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84
